TF	C(organ)	C(dev_stage)	C(organ):C(dev_stage)
Acaa2	0.043623014614825456	0.7079982420744012	0.1885775355141937
Acss2	0.0009016287856575649	0.5843152110388412	0.16616941570672755
Actb	0.00040452413326319694	0.5679717025907566	0.35540799870566075
Adnp	1.7949232999935518e-05	0.6114802693712678	0.21421507459771488
Aebp2	6.435466348319773e-06	0.5751647588279076	0.1807855651021177
Aff3	6.936926758959793e-05	0.6442017713368431	0.2199232396815172
Aff4	0.012185345798902016	0.6756054772480549	0.19892104864587737
Ahcy	1.8966882051300927e-05	0.5478975157789426	0.20163729450521617
Ahr	4.9171319757555335e-08	0.6741223089516277	0.18367957298449722
Aicda	1.6186221980532663e-05	0.3604430522872817	0.4474556406958207
Aire	6.906251473677675e-05	0.6221914004562847	0.20263040216267816
Anp32e	0.01815560779707391	0.6888078486106706	0.23942577877923474
Ar	1.1085827289378646e-06	0.589872647562889	0.14391050205931083
Arid1a	1.083439981874472e-06	0.5624658495119211	0.1590855435736997
Arid3a	0.00012099939163388665	0.6323786966683779	0.23117775468883653
Arid4b	0.012442423344494837	0.6638472746057621	0.19981390789180137
Arntl	1.106690399532313e-05	0.6186747057796883	0.18326298112440373
Art1	4.914971688006972e-05	0.16739691491286385	0.5340350542940235
Ascl1	8.851938234384607e-07	0.5616170127487643	0.17519714890598595
Ascl2	1.2712748176263343e-06	0.544392112775294	0.20214463997321455
Ash1l	1.3728255397195754e-12	2.0852473213145724e-06	0.009726280937195544
Ash2l	5.13424475846518e-06	0.5781041044218015	0.18911756819961048
Asxl1	0.0002970804716413254	0.6241780507590005	0.19600101717095986
Atf2	0.0001678713214464466	0.6264603687811761	0.21365849453140753
Atf3	1.325975339520814e-05	0.6068460577681759	0.18783103715269162
Atf4	1.5343898400463982e-06	0.6019525406227298	0.15856004033579132
Atf7	0.00228269479848063	0.5969178790707832	0.23446521106306858
Atf7ip	4.148270927325545e-05	0.6319371538220864	0.12546166317219024
Atm	0.007049677948422796	0.5530531697858249	0.21032391247072094
Atoh1	5.696565243418302e-05	0.5771470300222499	0.2161484647831936
Atrx	5.567566400618824e-06	0.5835907930570225	0.17842526352683544
Auts2	0.001757552932200019	0.664902708611964	0.26693607521668666
Bach1	0.00390728468766879	0.666002535985222	0.21803341157992284
Bach2	6.534487126893074e-05	0.6232145651058767	0.18865873564260577
Bap1	0.0013801547568413543	0.6717831707827348	0.22144117943461736
Batf	4.303024776271569e-06	0.6060377992369463	0.17569908224628875
Batf3	2.7288009953842926e-05	0.625126500384722	0.15417436033186802
Baz1a	2.9570647704640525e-07	0.41547570903725956	0.1604820234552707
Baz1b	1.131980339754131e-05	0.48842177071199133	0.1596949509934612
Baz2a	5.199672256977773e-05	0.3293549501328523	0.1927313286248949
Bbx	0.010265265912969383	0.6985796224439154	0.2669729569102827
Bcl11a	0.03591189168676198	0.14182173702568368	0.08693600823771362
Bcl11b	5.1192516486711036e-06	0.6018694988246799	0.18316289897145527
Bcl6	6.313892979662994e-08	0.5979065652957758	0.15962400196941876
Bcor	1.3937329736222048e-05	0.5455008614149388	0.17114863994566884
Bhlhe40	3.7141664100176e-06	0.603833170617429	0.18115959714722718
Bhlhe41	0.0015208498303215703	0.6414884490898677	0.2036506100504587
Bmi1	7.162572115812696e-11	0.44614071467127775	0.16616675688993077
Brca1	1.4229468392223382e-06	0.46396071035377906	0.20844448961981812
Brd2	2.9873489631527102e-05	0.6134333791368476	0.18995131848071964
Brd3	0.002183880583269841	0.6765817307168193	0.23840752470680446
Brd4	1.0513200528731676e-07	0.584771393126156	0.15881803154329124
Brd9	0.00020898208258652863	0.6375632080714193	0.21083651531419806
Brf1	5.674913881347228e-06	0.44855206115614504	0.20870414175168922
Brf2	4.596725480026081e-09	0.65005392144394	0.01428387462733225
Brwd1	5.427576622002791e-10	0.26820365010211045	0.09484162051036256
Btaf1	1.975103295589625e-07	0.5652480656598833	0.16615184626639593
Carm1	1.0151504230682466e-06	0.3611162038902003	0.26477572331104055
Cbfa2t2	2.864794889780389e-07	0.5614697915072028	0.24688139171722429
Cbfa2t3	0.0006448826234395482	0.6354067081825574	0.20934782344270383
Cbfb	8.732935048293399e-06	0.6129280681093991	0.18360659106071175
Cbx1	5.901283135766032e-06	0.6104054237377352	0.16940260239348864
Cbx2	9.144081202210561e-08	0.5360342949899777	0.19771922130883152
Cbx3	4.798056554614647e-05	0.603741507366321	0.19544888327517074
Cbx5	7.971480413524915e-08	0.5863336821833359	0.10588444603227716
Cbx7	1.3422440306623383e-08	0.4512491754079369	0.15560076637824916
Cbx8	0.00025149937537588275	0.6639502102243937	0.21799143904365909
Ccnk	0.0014988723633529081	0.6400871915033836	0.1956381062151752
Ccnt1	0.009092419074651416	0.6752288975814782	0.23829127061595654
Cdc73	5.864638650029015e-07	0.5376718348037033	0.22805788807349944
Cdk8	0.00016746593388641833	0.6368946738063803	0.2098635714136828
Cdk9	0.0004957989074750359	0.642706472357103	0.20890770389577118
Cdx2	2.7270735132314263e-07	0.6137803520125685	0.14055913959915933
Cebpa	1.3310327694132772e-07	0.5887534002762744	0.1575235788495626
Cebpb	1.7314167456201304e-07	0.5910461090311787	0.16095397252903754
Cebpd	2.2210000578640953e-06	0.596657345901778	0.1731585247766066
Cebpe	0.0001314622093452037	0.6349728351591772	0.19635255308891864
Cebpg	6.500672386460715e-05	0.5972546643688954	0.12355429107724131
Chaf1b	0.008775492912939588	0.6712710603026598	0.22409342043524139
Chd1	0.0007938515028573343	0.6708898908183367	0.2049402582522539
Chd2	0.00024044619010820547	0.6471268516029366	0.2081805476531735
Chd4	1.315514877263399e-07	0.5762824427534989	0.16477832613602472
Chd7	0.0029869440029332843	0.6667447407989525	0.26712596793486537
Chd8	0.0009588571831187886	0.6567357107124485	0.2240532113469467
Clock	9.965680361936898e-05	0.642842273270931	0.20810924856186083
Creb1	4.963010830837697e-07	0.5962509085482088	0.16476900496959065
Creb3l2	0.00750467341110516	0.6779297751923854	0.24971245621348936
Crebbp	3.5834987850826314e-07	0.5824558271199303	0.1619060151443717
Crtc2	0.00012704977527720507	0.5909439415727205	0.19999758695451778
Crx	6.53474469654418e-05	0.6446677121170459	0.1845823847099017
Cry1	2.4202622457180727e-06	0.36165791999299635	0.09028081669961603
Ctcf	7.52607253590811e-08	0.5781565492154389	0.1567982851781485
